datetime,open,high,low,close/last,volume,market_adjustment%,biweekly_difference%,label
2020-06-18,4.67,4.95,4.65,4.95,3423827,-5.554015535388376,9.574784700913076,Sell
2020-06-19,4.95,5.084,4.69,4.88,7365867,0.059171013318559895,2.3392142153210216,Sell
2020-06-22,4.79,4.95,4.715,4.87,3178966,-0.9126536189951663,2.864706126813782,Sell
2020-06-23,4.95,4.99,4.8,4.83,3205372,2.188157420897097,-5.555562335673542,Buy
2020-06-24,4.83,4.84,4.38,4.41,2976209,6.638434090172989,-5.992687060914367,Buy
2020-06-25,4.33,4.54,4.295,4.46,2450936,-1.7825891248321368,-0.5175860816990254,Buy
2020-06-26,4.48,4.5,4.27,4.35,3801155,0.8143849593722976,-0.3010748391880971,Buy
2020-06-29,4.35,4.52,4.3,4.38,2131330,0.4582317549264372,4.655165762457337,Sell
2020-06-30,4.33,4.51,4.2,4.34,3889029,1.4112405153306218,-2.846045986234558,Buy
2020-07-01,4.31,4.5,4.31,4.44,2304101,-2.696207299716077,3.398259673569588,Sell
2020-07-02,4.49,4.51,4.29,4.29,1887751,4.0207691655247,0.8030511239057736,Sell
2020-07-06,4.31,4.34,4.19,4.24,2140879,2.3983852286395817,0.9877120187143817,Sell
2020-07-07,4.2,4.2475,4.06,4.09,2456970,1.9520525078186157,-5.115839960274936,Buy
2020-07-08,4.1,4.29,4.03,4.26,2052829,-3.3674049147764458,1.7787037110380126,Sell
2020-07-09,4.27,4.32,4.13,4.21,1992621,0.6457470292586218,-2.2344988359611424,Buy
2020-07-10,4.2,4.38,4.1843,4.34,1410828,-2.3001752065311623,2.9474361364268957,Sell
2020-07-13,4.35,4.5479,4.26,4.26,4216265,0.5133101201842005,0.34324027482938724,Sell
2020-07-14,4.22,4.31,4.0725,4.08,2261589,5.113397517383774,-5.097792853280374,Buy
2020-07-15,4.13,4.29,4.13,4.19,1474126,-1.4348054709039364,-0.6434837212492031,Buy
2020-07-16,4.19,4.2,4.09,4.17,1330461,0.7020523738535107,-2.7546181584414793,Buy
2020-07-17,4.16,4.23,3.9381,3.96,3066549,4.823820289430474,-3.57180671843834,Buy
2020-07-20,3.95,4.06,3.77,3.85,3401088,3.3860972473539634,-6.1706534908235735,Buy
2020-07-21,3.9,4.09,3.88,4.01,3341012,-3.163787452456321,-3.595867484728863,Buy
2020-07-22,4.02,4.12,3.92,4.11,2523547,-1.5887012037384332,-0.9866863271469719,Buy
2020-07-23,4.09,4.305,4.06,4.11,3237550,-1.5887518067025206,6.066488556487389,Sell
2020-07-24,4.06,4.23,4.01,4.03,2216295,0.6472609298957336,4.928141536185217,Sell
2020-07-27,4.02,4.12,3.95,4.01,2472696,0.8565503950135878,-3.819787679772668,Buy
2020-07-28,3.96,4.049,3.92,3.94,4555392,0.015604664103400723,0.7028370291749326,Sell
2020-07-29,3.94,4.18,3.92,4.06,2879626,-2.0782891921531395,0.09279255519293184,Sell
2020-07-30,4.0,4.23,3.97,4.1,2398485,-2.0525657845879683,-0.588070605893463,Buy
2020-07-31,4.06,4.16,3.99,4.01,1879553,1.2520135709921338,-4.388501334543587,Buy
2020-08-03,4.03,4.25,3.995,4.15,2518010,-2.7845562434696105,5.95605500574883,Sell
2020-08-04,4.13,4.7375,4.13,4.43,10361363,-6.759654937185184,2.502156737335203,Sell
2020-08-05,4.5,4.76,4.245,4.63,4925697,-2.575387530885405,3.721495673037767,Sell
2020-08-06,4.6,4.655,4.3801,4.43,1901224,4.477736749784869,-3.516452462011507,Buy
2020-08-07,4.39,4.4,4.06,4.16,3341099,5.575402466080951,-14.593932419830566,Buy
2020-08-10,4.2,4.57,4.18,4.33,4561772,-2.9632372847590807,7.858929231511356,Sell
2020-08-11,4.43,4.57,4.34,4.35,3139105,0.7184416932783333,-2.5443940929177384,Buy
2020-08-12,4.4,4.63,4.36,4.52,3057594,-1.9854966369602076,0.002225665875620342,Sell
2020-08-13,4.52,4.71,4.4966,4.64,2128313,-2.6406363904814314,-0.11601865554921131,Buy
2020-08-14,4.6,4.83,4.545,4.75,3474692,-3.1364877635514534,1.8195242431010001,Sell
2020-08-17,4.78,4.78,4.555,4.63,2370970,3.171498762279219,-19.211125979156044,Buy
2020-08-18,4.61,4.87,4.435,4.81,3834840,-4.257498199849981,0.01067055613121326,Sell
2020-08-19,4.8,4.84,4.64,4.72,2612583,1.1461081421523616,1.0540842653904268,Sell
2020-08-20,4.62,4.68,4.51,4.61,2441184,0.9612842877733621,-3.27666520320254,Buy
2020-08-21,4.6,5.6,4.595,5.03,10642591,-9.018529953749615,9.918112104307614,Sell
2020-08-24,5.1,5.13,4.56,4.87,4585366,4.895691946752275,-8.06991503231533,Buy
2020-08-25,4.88,5.25,4.88,4.98,2998678,-1.8259523996394051,10.354003597459226,Sell
2020-08-26,4.97,5.22,4.9199,5.11,2779664,-1.9832709710845873,6.149061616909363,Sell
2020-08-27,5.11,5.3799,5.02,5.25,3384658,-2.7566550460306427,5.122442726952727,Sell
2020-08-28,5.3,5.565,5.215,5.39,4236926,-1.3169635204504533,0.29332994733848716,Sell
2020-08-31,5.77,7.15,5.69,6.68,37975999,-16.039627216876827,12.495234374943347,Sell
2020-09-01,7.3,7.82,6.77,7.65,23211046,-4.246827643718768,-19.978578151245898,Buy
2020-09-02,7.8,8.05,7.11,7.71,13011113,2.2001924075427883,-9.248148278696977,Buy
2020-09-03,7.88,8.45,7.24,7.82,14344502,-2.315380915429178,-1.748555974283243,Buy
2020-09-04,7.78,7.92,7.17,7.65,7661994,0.8995821505579982,5.380263251534782,Sell
2020-09-08,7.55,8.28,7.48,7.7,9816620,-3.1742230855630558,2.722972072495981,Sell
2020-09-09,7.96,7.99,7.31,7.35,9068082,8.52805119781982,-5.750672203272978,Buy
2020-09-10,6.65,6.95,6.19,6.23,15558278,4.165790645824776,2.3383306797294514,Sell
2020-09-11,6.26,6.33,5.87,6.09,6061190,2.3657876809220837,-9.487968005624003,Buy
2020-09-14,6.8,7.0,6.43,6.91,10118972,-1.0236335731119661,2.243519696408011,Sell
2020-09-15,6.86,7.26,6.685,7.09,5743489,-3.5443928419334805,-0.4166745664200504,Buy
2020-09-16,7.03,9.04,7.03,8.68,19346508,-24.225405794964665,25.36536962141837,Sell
2020-09-17,8.57,9.77,8.41,9.2,17026720,-7.047955871154189,10.0696728104931,Sell
2020-09-18,9.2,9.77,8.91,9.47,17407513,-4.063936889712421,4.241848516556498,Sell
2020-09-21,9.35,9.6,8.38,8.75,7639806,6.27984540209278,-5.263415077532227,Buy
2020-09-22,10.45,11.1699,9.9,10.56,34752484,-0.4512510130670748,3.5471746519394634,Sell
2020-09-23,10.6,10.86,9.92,10.04,10651152,2.777378994546843,-3.1549719210994622,Buy
2020-09-24,9.71,9.81,9.01,9.14,7938838,6.504121325554228,-47.54330026452862,Buy
2020-09-25,9.19,10.1826,9.1,10.02,7515157,-7.122180324701919,13.9401808728329,Sell
2020-09-28,10.16,10.26,9.55,10.09,6764323,1.2198861232960447,-1.443434956141244,Buy
2020-09-29,10.0,10.65,9.93,10.35,5244339,-3.961067408353531,2.0575090218742673,Sell
2020-09-30,10.25,10.7597,10.06,10.2,6079033,1.1399638264537055,1.412608578575268,Sell
2020-10-01,10.09,10.25,9.69,9.77,4554055,3.0217169393389125,-17.510212727376402,Buy
2020-10-02,9.38,9.78,9.3,9.39,4340484,0.177911626844077,2.8853116078404346,Sell
2020-10-05,9.44,9.59,9.2502,9.46,2804969,1.0164303245605535,-6.423771680725992,Buy
2020-10-06,9.56,9.835,9.1,9.13,4535421,3.0959236388723888,-1.7754938727076166,Buy
2020-10-07,9.23,9.56,9.1678,9.36,3308644,-0.3775929265526192,-1.1877127911454832,Buy
2020-10-08,9.54,13.64,9.19,13.49,76453557,-41.03917893897439,36.47512484561972,Sell
2020-10-09,12.83,14.8,11.9,12.02,77152780,6.818000548130983,-6.471632812234909,Buy
2020-10-12,11.66,12.7662,11.4,11.8,23655701,-0.22354883284519933,8.961088921234463,Sell
2020-10-13,11.73,12.42,11.65,11.88,10179708,-1.9035583864792638,8.976958108084855,Sell
2020-10-14,12.67,12.68,12.05,12.25,10776762,2.5525724050289735,-1.02272507383194,Buy
2020-10-15,11.99,15.1,11.99,13.83,39894822,-14.48849578803749,16.756257579183792,Sell
2020-10-16,13.77,13.9,13.08,13.31,11651578,3.0632232346845116,6.270868950563913,Sell
2020-10-19,13.44,14.5,13.38,13.91,13169073,-5.407341356165439,6.480236476194431,Sell
2020-10-20,14.03,14.143,13.665,13.86,6603951,1.3204297661647721,-7.966096203381049,Buy
2020-10-21,13.9,14.42,13.8,14.1,5361928,-1.5653057176981025,9.878781322532308,Sell
2020-10-22,14.2,15.87,14.19,14.91,16212232,-4.564054093354673,3.6757817031026323,Sell
2020-10-23,15.05,15.38,14.55,15.0,6507324,0.34636773589607395,-3.26640276512484,Buy
2020-10-26,14.93,15.45,13.26,13.45,13376269,8.737540088389263,0.3072706017782476,Sell
2020-10-27,13.71,13.71,12.36,12.69,7231006,7.073399721605591,-3.531073556239329,Buy
2020-10-28,12.27,13.05,11.78,11.82,6388580,1.5298473311970335,-3.4388314620625433,Buy
2020-10-29,11.88,12.25,11.6801,11.73,4165843,2.2677617911463015,2.2079032907181793,Sell
2020-10-30,11.64,11.64,10.36,10.47,11562367,9.334092185248425,-5.3360237069910506,Buy
2020-11-02,10.82,11.09,10.5,10.75,5227011,1.0728951200289916,-8.394388716729354,Buy
2020-11-03,10.75,11.86,10.63,11.57,7454472,-6.645666437216277,6.795735464018551,Sell
2020-11-04,11.76,11.7699,10.61,10.91,5807871,8.313475604834206,-7.590759834524038,Buy
2020-11-05,11.27,11.84,11.06,11.45,4705245,-0.8882723902520405,-5.8945172603768174,Buy
2020-11-06,11.52,12.17,11.32,11.86,5518243,-2.9200350292287665,1.036916845830312,Sell
2020-11-09,12.76,12.93,11.25,11.49,6244865,9.04481069016751,-16.494799038853586,Buy
2020-11-10,11.5,11.66,10.83,11.1,3825963,3.5423261653662617,1.5305866512692963,Sell
2020-11-11,11.5,11.95,11.21,11.75,4882569,-1.90898413086551,-6.707811438964678,Buy
2020-11-12,11.74,11.87,10.97,11.13,4355892,4.475665081864481,-9.647937447349339,Buy
2020-11-13,11.36,11.55,11.0,11.01,3546171,3.998068478257374,4.517358643324095,Sell
2020-11-16,11.16,12.6602,10.72,12.06,9774824,-7.321493596700363,15.432596058253303,Sell
2020-11-17,11.65,11.92,11.23,11.63,6678176,0.15006902680227424,-5.338335968780479,Buy
2020-11-18,11.8,12.04,11.56,11.57,3169222,0.7227157703101685,1.4192235063286613,Sell
2020-11-19,11.6,12.79,11.45,12.46,11787613,-6.782789650628858,3.869458847976925,Sell
2020-11-20,12.55,13.46,12.54,12.71,8402347,-1.8831181833984545,5.631675946355256,Sell
2020-11-23,12.9,14.12,12.67,13.9,9607973,-7.449988348686075,4.489316187256292,Sell
2020-11-24,14.23,14.26,13.3,13.67,7186710,5.072912816635558,-4.09986679899386,Buy
2020-11-25,13.6,15.25,13.42,14.75,8860092,-8.616795569830188,1.2399845885713425,Sell
2020-11-27,15.29,16.74,14.88,16.08,12504197,-5.172272365484859,9.687571470530973,Sell
2020-11-30,18.17,19.42,16.5575,16.56,31983498,8.51542712158147,-4.623613794229696,Buy
2020-12-01,17.11,17.4,15.76,15.8,12666027,8.111102461552939,-15.714141929970873,Buy
2020-12-02,15.7,16.68,15.38,16.58,7883380,-5.188266941978204,6.10934043763177,Sell
2020-12-03,16.48,16.64,15.87,16.12,6294965,2.14193927663883,-8.136259502451775,Buy
2020-12-04,16.3,17.29,16.26,16.9,8972672,-2.9133308026519327,3.515200444500755,Sell
2020-12-07,17.0,17.5,16.22,16.35,7386258,3.7485577629568017,-1.6887322157545839,Buy
2020-12-08,16.37,17.21,15.93,16.94,16120163,-2.960672161429783,-17.307251186056753,Buy
2020-12-09,13.92,14.73,13.225,13.66,24357944,0.9730460176416976,-3.0485156530965374,Buy
2020-12-10,13.12,14.41,13.05,14.12,7558922,-7.376810981258846,11.714548366273467,Sell
2020-12-11,13.91,14.0,13.02,13.31,7496868,4.515299105046114,-2.682474823711045,Buy
2020-12-14,13.34,13.4335,12.14,12.72,10007092,3.891813327351773,2.4120814857010586,Sell
2020-12-15,12.78,14.02,12.48,13.85,8192856,-7.6030394684179345,8.111158793333749,Sell
2020-12-16,13.96,14.305,13.58,13.85,5865123,0.9210734956535664,1.819521280438246,Sell
2020-12-17,13.96,14.98,13.59,14.83,8194902,-5.994320225812944,13.505865770685908,Sell
2020-12-18,15.78,16.3,15.18,15.63,16618776,0.6018696418488222,0.06273338187069244,Sell
2020-12-21,15.81,16.348,15.28,15.53,9876128,2.0598255472022178,-6.974019445223682,Buy
2020-12-22,16.22,20.04,16.15,19.46,30687718,-20.267923347486537,23.417516926508654,Sell
2020-12-23,20.17,22.3499,19.13,20.57,25830256,-2.07546963545484,5.0231604937137915,Sell
2020-12-24,21.01,21.48,19.95,20.15,6262174,4.337737385014622,-7.161106687080828,Buy
2020-12-28,21.31,21.97,20.35,20.99,8965858,1.8328242813350686,-1.7940350483639296,Buy
2020-12-29,20.82,21.07,18.56,19.38,9241441,6.303894813052832,-59.87456203758582,Buy
2020-12-30,19.38,20.0,18.85,19.26,5934391,0.5081193249158146,-5.795846489629529,Buy
2020-12-31,19.25,19.8,18.8,18.84,6922652,2.7405947760918123,4.487106190317245,Sell
2021-01-04,19.0,19.1,17.15,17.25,10022474,7.511545544872963,-1.7904822828863756,Buy
2021-01-05,17.35,18.0765,17.23,17.37,4961457,0.6646030237195146,-4.413857363154037,Buy
2021-01-06,17.34,18.98,17.33,18.36,6056248,-4.914193898021464,-4.8860759999349686,Buy
2021-01-07,18.47,19.45,18.02,18.08,6129276,3.149593579022116,-55.86311456667581,Buy
2021-01-08,18.18,18.3,17.08,17.69,6481960,2.9476908582589516,17.761932296017964,Sell
2021-01-11,19.41,20.65,19.01,19.94,14927612,-2.823369302066206,-64.61771603029116,Buy
2021-01-12,19.96,20.4,19.3168,19.95,7060665,0.03878923297113902,-0.2188269802554641,Buy
2021-01-13,20.42,38.65,20.03,31.4,144501736,-53.57066722453299,81.35623878210697,Sell
2021-01-14,38.09,43.06,33.05,39.91,93717410,-5.287727164713714,18.00712491236237,Sell
2021-01-15,38.49,40.75,34.01,35.5,46866358,7.227700966409058,22.839871006204994,Sell
2021-01-19,41.55,45.52,36.64,39.36,74721924,5.721063261986587,31.249375156373937,Sell
2021-01-20,37.37,41.1899,36.06,39.12,33471789,-3.7492543394345224,20.98468963794977,Sell
2021-01-21,39.23,44.75,37.0,43.03,57079754,-9.800269897956433,52.04589317253711,Sell
2021-01-22,42.59,76.7573,42.32,65.01,197157946,-52.713520987653695,34.92828136754878,Sell
2021-01-25,96.73,159.18,61.13,76.79,177874000,20.709623154276915,-2.9802401392353524,Buy
2021-01-26,88.56,150.0,80.2,147.98,178587974,-67.44108533235737,78.58878462673545,Sell
2021-01-27,354.83,380.0,249.0,347.51,93396666,-0.1800377472843251,-0.9449250239935068,Buy
2021-01-28,265.0,483.0,112.25,193.6,58815805,27.785571557573988,-29.965646317823662,Buy
2021-01-29,379.71,413.98,250.0,325.0,50566055,12.719397747648657,-15.378040469506612,Buy
2021-02-01,316.56,322.0,212.0,225.0,37382152,30.067571972614054,-24.263992355281367,Buy
2021-02-02,140.76,158.0,74.2201,90.0,78183071,36.97043841836052,-28.94761837662662,Buy
2021-02-03,112.01,113.3999,85.25,92.41,42698511,17.23543529851525,-1.197909673535353,Buy
2021-02-04,91.19,91.5,53.33,53.5,62427275,42.24562327458068,-40.94262504576989,Buy
2021-02-05,54.04,95.0,51.09,63.77,81345013,-17.785239620104917,19.0301578731776,Sell
2021-02-08,72.41,72.66,58.02,60.0,25687282,17.729383015041563,-17.099371114816787,Buy
2021-02-09,56.61,57.0,46.52,50.31,26843082,11.147699294378071,-114.98033037473303,Buy
2021-02-10,50.77,62.83,46.55,51.2,36455036,-1.1249627712778318,34.792191252342334,Sell
2021-02-11,50.01,55.32,48.2201,51.1,13056725,-2.1800747602496724,14.820840514454714,Sell
2021-02-12,50.75,55.24,48.05,52.4,14573264,-2.658642721857955,-10.969061269935438,Buy
2021-02-16,52.66,53.5,49.04,49.51,8175030,5.803579617332686,-7.7269260974089695,Buy
2021-02-17,49.77,51.19,44.56,45.94,9260795,8.022820041733901,-10.531680968803872,Buy
2021-02-18,48.49,48.87,40.65,40.69,23990555,16.037525624979896,-23.22850131457773,Buy
2021-02-19,41.28,43.89,38.5,40.59,14828238,1.30299822881079,-7.4948587946201535,Buy
2021-02-22,46.69,48.51,42.4,46.0,19476021,1.2449182530726832,-27.417220380157378,Buy
2021-02-23,44.97,46.23,40.0,44.97,7565215,0.6300119002247749,-13.42741276085631,Buy
2021-02-24,44.7,91.71,44.7,91.71,83111740,-103.83263108035496,105.65207462882326,Sell
2021-02-25,169.56,184.68,101.0,108.73,150308766,33.667228481064505,-40.65747384531926,Buy
2021-02-26,117.46,142.9,86.0,101.74,92194154,12.640765754205042,-8.344258992480832,Buy
2021-03-01,104.54,133.99,99.97,120.4,49793965,-13.627703991793393,34.96258716291359,Sell
2021-03-02,116.93,133.2,112.2,118.18,33783044,-1.9233464800762832,-0.8164979574117162,Buy
2021-03-03,122.51,127.75,113.12,124.18,19273882,-2.5088609270699713,6.816639281137472,Sell
2021-03-04,125.0,147.8699,115.3,132.35,32606893,-7.190975689597836,11.953089349681354,Sell
2021-03-05,128.17,151.53,127.5,137.74,30733673,-6.191860565809364,3.871316578580102,Sell
2021-03-08,154.89,210.8699,146.1,194.5,63565620,-26.172302127084695,32.03490973464376,Sell
2021-03-09,217.71,249.85,208.5101,246.9,39099331,-12.797400860631535,20.084355839311606,Sell
2021-03-10,269.43,348.5,172.0,265.0,71570566,1.8194435484682956,21.220883975821067,Sell
2021-03-11,241.64,281.5,232.6,260.0,28312493,-6.9902453642547515,-41.02926072917437,Buy
2021-03-12,274.9965,295.5,262.27,264.5,25845899,4.296506761724211,5.607245525530108,Sell
2021-03-15,277.52,283.0,206.0,220.14,24226187,21.334883171120204,-21.594326795202882,Buy
2021-03-16,203.16,220.7,172.35,208.17,35422867,-2.7398444374879993,-1.0930132229701024,Buy
2021-03-17,217.84,231.47,204.0,209.81,16481589,4.3077783540675005,-0.27700679164701736,Buy
2021-03-18,214.0,218.88,195.65,201.75,11799914,4.762113660083519,-3.0958442264202115,Buy
2021-03-19,195.73,227.0,182.66,200.27,24677297,-2.320543987229262,-5.926911126795652,Buy
2021-03-22,205.26,210.3562,186.1952,194.49,10061505,5.862607607559069,-5.519253381966152,Buy
2021-03-23,197.5,201.75,177.55,181.75,14429145,7.286954978680069,-4.282627362125778,Buy
2021-03-24,157.98,166.97,118.62,120.34,24177877,23.040327524289363,-14.46052632137802,Buy
2021-03-25,123.49,187.5,116.9,183.75,50962337,-48.01950609342912,55.49996103566921,Sell
2021-03-26,197.68,218.9344,163.26,181.0,37430672,9.903752287254319,0.9404259717285708,Sell
2021-03-29,180.75,193.92,173.51,181.3,10042175,-0.2594436240826774,1.164935788584755,Sell
2021-03-30,187.5,204.3,182.0,194.46,17094924,-3.8328576604581017,-12.567881002937183,Buy
2021-03-31,197.5,199.46,187.1102,189.82,8393834,4.030771562420483,0.7343909596711304,Sell
2021-04-01,193.36,196.969,183.6,191.45,9334345,1.6662694336633073,-0.5550926864309895,Buy
2021-04-05,171.004,195.0,164.81,186.95,14070489,-8.247455114024914,12.176538675236024,Sell
2021-04-06,185.21,192.0,183.56,184.5,6218318,0.34335422559291723,2.4916526476190355,Sell
2021-04-07,183.22,184.4999,176.11,177.97,4768261,3.0043276165542916,-1.9837666836388652,Buy
2021-04-08,185.88,185.88,164.3,170.26,10047390,8.579801202911343,-4.446260072031572,Buy
2021-04-09,169.7,171.58,153.0,158.36,9462380,7.480454942240085,-7.9434890348013525,Buy
2021-04-12,158.11,163.9,135.01,141.09,16683595,10.84417825898289,-22.671282927932875,Buy
2021-04-13,141.88,145.3771,132.0,140.99,6806868,0.9054921645020777,2.2069827854018014,Sell
2021-04-14,143.57,174.09,143.0,166.53,21138138,-16.400738663395284,12.588653539341198,Sell
2021-04-15,163.0,166.2546,152.8,156.44,7856780,4.765162522091614,-4.428882522689957,Buy
2021-04-16,156.0,160.1969,151.25,154.69,5214710,1.1111767472323177,-0.7087401347511701,Buy
2021-04-19,171.8,175.2,162.33,164.37,10520214,3.9290835612111095,4.701707725147408,Sell
2021-04-20,164.14,164.89,153.36,158.53,4658608,2.835006873211953,-4.267155353763349,Buy
2021-04-21,158.4,162.98,155.92,158.51,3812845,1.0205609329154264,0.20486571945170384,Sell
2021-04-22,159.1,159.1,146.86,151.17,4345809,4.13354113087977,-3.447732367208059,Buy
2021-04-23,149.0,153.6598,144.7,151.18,4042057,-0.4630340925612677,0.36716187975804615,Sell
2021-04-26,150.98,174.6795,148.76,168.93,10532108,-11.827104668949985,22.0988386327651,Sell
2021-04-27,183.55,188.0,173.17,177.77,8932718,3.1124749499038793,-10.310944697998375,Buy
2021-04-28,172.1,181.98,166.0281,178.58,5788938,-3.8120851240540867,2.802249120205527,Sell
2021-04-29,176.56,180.86,170.75,176.19,3760250,0.33627999940165665,-10.986595407437093,Buy
2021-04-30,175.0,183.8,172.7,173.59,4433565,0.4024366124811476,0.719585239620053,Sell
2021-05-03,177.49,177.49,159.61,162.2,5261019,8.630791286358518,-21.770706754530508,Buy
2021-05-04,159.0,161.49,151.8,160.73,4007512,-1.432148480551396,-2.994739979933951,Buy
2021-05-05,161.83,165.5,158.33,159.48,1789186,1.2254266523671302,1.0322923058814801,Sell
2021-05-06,160.86,164.72,155.6,161.01,2942802,0.6858087636717114,0.39111363162137747,Sell
2021-05-07,160.11,167.41,157.5001,161.11,2934624,-0.09587221280322156,-3.5959500476103066,Buy
2021-05-10,161.31,161.585,143.0,143.22,4806685,10.271733963815114,-11.992567125168655,Buy
2021-05-11,137.0,150.5,136.5,146.92,4684584,-7.198469748094495,-8.93216131388921,Buy
2021-05-12,145.7,150.5,142.231,144.79,2731510,-1.0098360038485599,-4.806589277170854,Buy
2021-05-13,147.44,169.95,146.43,164.5,8873487,-10.650315408035437,0.037621602087238415,Sell
2021-05-14,160.0,166.47,156.22,159.92,4293530,1.1220218521012006,14.299536224628072,Sell
2021-05-17,159.85,182.5,159.0,180.6,7462095,-13.139915468171989,6.140687969937669,Sell
2021-05-18,174.54,189.2,168.27,180.67,7738717,-4.426888460485347,-8.946259482499663,Buy
2021-05-19,171.99,178.9799,164.15,168.83,4825905,2.2577189582486104,0.6100763702198995,Sell
2021-05-20,170.79,174.91,166.9,170.49,2478168,1.0769223952930889,2.4818339403148846,Sell
2021-05-21,171.0,179.24,170.33,176.79,3654683,-3.6918222604135282,-4.905862561705608,Buy
2021-05-24,175.85,188.4576,173.35,180.01,4664348,-1.720833161353542,-1.1735998557291358,Buy
2021-05-25,181.0,217.11,181.0,209.43,14887457,-16.130631061983706,15.99787031191781,Sell
2021-05-26,229.0,248.4794,225.55,242.56,21119872,-5.816425281019414,27.91509233894648,Sell
2021-05-27,229.8,264.0,227.0,254.13,15526303,-10.612693805948199,5.777038120454096,Sell
2021-05-28,262.97,268.7999,221.43,222.0,11751365,15.421558076729273,-12.275352031348618,Buy
2021-06-01,233.48,254.98,227.07,249.02,9625610,-6.99922749823432,8.500258896519806,Sell
2021-06-02,248.88,294.0,244.3,282.24,16019220,-13.37314794298501,9.189415242428689,Sell
2021-06-03,265.71,274.43,242.1206,258.18,7999955,2.86779532846851,-2.6494546527694665,Buy
2021-06-04,256.02,265.0,245.77,248.36,3637515,3.5587563356079737,-1.581792181263109,Buy
2021-06-07,258.0,282.0,255.2001,280.01,6051490,-8.597684822119136,,
2021-06-08,292.0,344.66,281.0,300.0,17439118,-2.8944330170826778,,
2021-06-09,303.12,328.0,291.51,302.56,13429309,-0.13276075006589672,,
2021-06-10,282.0,288.0,211.0,220.39,22980152,22.098667057927067,,
2021-06-11,222.35,241.13,206.13,233.34,15580774,-4.835655685494103,,
2021-06-14,236.5,238.01,219.2,229.44,7132627,3.146206045380655,,
2021-06-15,226.36,229.25,208.0,222.5,7301935,1.501031398285487,,
2021-06-16,215.24,228.7305,209.0,222.97,5564827,-4.183732700556321,,
2021-06-17,224.0,233.66,221.48,223.59,4608573,0.2183406756990434,,
2021-06-18,220.18,223.49,213.0,213.82,4320317,1.9769641543448646,,
